Record_ID,Data_Resource_Name,Scientific_Name,Common_Name,Latitude,Longitude,Year,Month,Day,State,Local_Government_Area,Basis_Of_Record,Individual_Count,Date,Density
2552c13d-bbc8-4b47-87d4-779782b1b6eb,Victorian Biodiversity Atlas,Felis catus,Cat,-37.87299,141.45799,2014,11,26,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2014-11-26,low
255a833b-7b23-4d04-97c1-74c2f39a6da0,Museums Victoria provider for OZCAM,Felis catus,Cat,-37.1871,147.925,2023,3,4,Victoria,East Gippsland (S),MACHINE_OBSERVATION,1,2023-03-04,low
2563eb95-7391-492c-8cc5-ef7b7896d754,Victorian Biodiversity Atlas,Felis catus,Cat,-38.42348,146.47631,1978,11,21,Victoria,Latrobe (C),HUMAN_OBSERVATION,1,1978-11-21,low
2564151b-e756-4e9c-b723-2a70fd45eefc,Victorian Biodiversity Atlas,Felis catus,Cat,-38.38525,145.35013,2021,8,22,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-08-22,low
2565c9ea-7c09-4095-a56e-9a1846fd8075,Victorian Biodiversity Atlas,Felis catus,Cat,-36.93324,148.40217,2021,3,18,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2021-03-18,low
256ce84f-8dad-4517-ac39-8a6038d7321b,Victorian Biodiversity Atlas,Felis catus,Cat,-38.181,141.69591,2013,1,11,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2013-01-11,low
25705f4e-7eda-4e9f-8d89-165e2f074716,Victorian Biodiversity Atlas,Felis catus,Cat,-37.79016,145.29298,1968,10,19,Victoria,Maroondah (C),HUMAN_OBSERVATION,1,1968-10-19,low
2570e8fe-329a-4d73-92ed-8fdbb77c377d,Victorian Biodiversity Atlas,Felis catus,Cat,-34.70684,142.3763,1968,8,6,Victoria,Mildura (RC),HUMAN_OBSERVATION,5,1968-08-06,medium
2571a86c-c189-426e-b7da-bb294b5ea858,Victorian Biodiversity Atlas,Felis catus,Cat,-37.26927,147.52973,2017,9,29,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-09-29,low
257cf072-555c-45c9-ba1e-87fa9b2e0705,Victorian Biodiversity Atlas,Felis catus,Cat,-37.65276,148.77142,1993,2,24,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1993-02-24,low
2583e6fe-f0aa-4709-9ae7-e9cdf8398739,Victorian Biodiversity Atlas,Felis catus,Cat,-36.85058,145.9244,2020,5,5,Victoria,Benalla (RC),HUMAN_OBSERVATION,1,2020-05-05,low
258662f3-6954-47ad-a1ec-6cdb3e13e08b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.54567,145.56886,2019,7,5,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2019-07-05,low
258d5087-50c0-4553-8e3e-fc7e9792abf4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.30606,147.56318,2017,10,13,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-10-13,low
25907efc-4f94-4686-bd18-563a070c25f1,Victorian Biodiversity Atlas,Felis catus,Cat,-37.58715,144.81026,1988,7,19,Victoria,Hume (C),HUMAN_OBSERVATION,3,1988-07-19,low
259ccc7d-874f-485f-854e-9c4985f3ccb4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.20791,147.88219,2019,5,22,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2019-05-22,low
259eaef0-045e-4504-b708-408e1f5e26f3,Victorian Biodiversity Atlas,Felis catus,Cat,-36.87347,146.37628,1981,5,4,Victoria,Wangaratta (RC),HUMAN_OBSERVATION,1,1981-05-04,low
25a37fd1-7b2e-4cde-91cd-09ce08f367a6,Victorian Biodiversity Atlas,Felis catus,Cat,-37.03179,147.09095,2019,4,3,Victoria,Alpine (S),HUMAN_OBSERVATION,4,2019-04-03,low
25abfcf5-f9cf-4912-89f1-1f344d1b1617,Victorian Biodiversity Atlas,Felis catus,Cat,-37.1474,142.518,1996,9,17,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,1996-09-17,low
25ad13bf-686f-412f-acc7-0bbdb253fffa,Victorian Biodiversity Atlas,Felis catus,Cat,-37.03864,148.5378,1989,4,24,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1989-04-24,low
25b28992-e6f7-4234-99a6-228c73daa22b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.35146,142.6243,2020,11,1,Victoria,Ararat (RC),HUMAN_OBSERVATION,1,2020-11-01,low
25bf5c03-81db-4efb-8a91-e8b2b13d1fef,Victorian Biodiversity Atlas,Felis catus,Cat,-37.45748,148.66311,2019,2,27,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2019-02-27,low
25c1e80f-e978-441a-a6a6-d6284d798de4,Victorian Biodiversity Atlas,Felis catus,Cat,-38.2134,145.45527,2010,2,8,Victoria,Cardinia (S),HUMAN_OBSERVATION,1,2010-02-08,low
25c72065-fe71-4279-bea3-d908e6dcb912,Victorian Biodiversity Atlas,Felis catus,Cat,-36.54017,143.70965,1979,6,16,Victoria,Loddon (S),HUMAN_OBSERVATION,1,1979-06-16,low
25c80ac7-a9b1-44ba-ae25-5e025f4e9d75,Victorian Biodiversity Atlas,Felis catus,Cat,-37.35146,142.6243,2020,10,16,Victoria,Ararat (RC),HUMAN_OBSERVATION,1,2020-10-16,low
25c8ba59-2fa9-4df4-8473-f25335e0347e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.49505,148.16611,2021,3,10,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2021-03-10,low
25cc82b1-fbb1-49a3-a05d-d0b78aa9b4a5,Victorian Biodiversity Atlas,Felis catus,Cat,-37.4344,145.20749,2016,11,3,Victoria,Mitchell (S),HUMAN_OBSERVATION,1,2016-11-03,low
25cdd953-6fec-47dc-9c05-5b371b08f1e4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.48464,145.46441,2022,2,21,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2022-02-21,low
25cebfae-7b64-4c5c-bc0a-b84b36a57e45,Victorian Biodiversity Atlas,Felis catus,Cat,-37.216,143.449,2010,9,23,Victoria,Pyrenees (S),HUMAN_OBSERVATION,1,2010-09-23,low
25e065c3-009b-4359-ba64-6da0b4b3abe8,Victorian Biodiversity Atlas,Felis catus,Cat,-37.22537,142.55058,2020,8,4,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,2020-08-04,low
25f96a00-5ab6-4db4-83c1-8ef2a9e721bb,Victorian Biodiversity Atlas,Felis catus,Cat,-38.33798,145.4834,2018,8,20,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,3,2018-08-20,low
260c9cc5-48e7-4f78-977f-d3836cd57b7d,Victorian Biodiversity Atlas,Felis catus,Cat,-38.92053,146.39884,2021,3,14,Victoria,South Gippsland (S),HUMAN_OBSERVATION,1,2021-03-14,low
260e82af-ccb8-48ce-81c1-2bbb5caabe85,Victorian Biodiversity Atlas,Felis catus,Cat,-38.78693,143.58497,2007,5,24,Victoria,Colac-Otway (S),HUMAN_OBSERVATION,1,2007-05-24,low
260ea5d1-cbaf-4709-9a07-d8dddf82fb3f,Victorian Biodiversity Atlas,Felis catus,Cat,-36.79014,146.52628,1981,3,31,Victoria,Wangaratta (RC),HUMAN_OBSERVATION,1,1981-03-31,low
26131ea5-46c1-450b-ba99-5f2f355c12dc,Victorian Biodiversity Atlas,Felis catus,Cat,-37.09004,148.39032,1996,1,22,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1996-01-22,low
261a32ec-7ed9-4496-b340-49eaf918efbb,Victorian Biodiversity Atlas,Felis catus,Cat,-37.38444,145.24417,2005,11,25,Victoria,Mitchell (S),HUMAN_OBSERVATION,1,2005-11-25,low
262342b4-7446-4e2e-83c5-7cc2fd1fd4b1,Victorian Biodiversity Atlas,Felis catus,Cat,-38.32835,145.34931,2018,8,20,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2018-08-20,low
26287f95-eb28-49bf-b6f1-bc456b110222,Victorian Biodiversity Atlas,Felis catus,Cat,-36.03471,145.89533,2022,7,7,Victoria,Moira (S),HUMAN_OBSERVATION,1,2022-07-07,low
2646bf81-6fdf-49c1-a610-8933a1193bd3,Victorian Biodiversity Atlas,Felis catus,Cat,-36.97976,147.15855,2023,3,30,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2023-03-30,low
2649d4da-f8dd-4e8e-95cd-c81cbdaf3c30,Victorian Biodiversity Atlas,Felis catus,Cat,-37.27018,147.51485,2017,9,30,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-09-30,low
2655cdf2-68a0-4887-aef6-f401197f7cb6,Victorian Biodiversity Atlas,Felis catus,Cat,-36.95135,148.29452,2017,6,4,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-06-04,low
2668e6ff-4357-42fa-8fbd-2db4752c6df3,Victorian Biodiversity Atlas,Felis catus,Cat,-37.19014,146.34295,1975,12,1,Victoria,Mansfield (S),HUMAN_OBSERVATION,1,1975-12-01,low
266a8ed5-fe93-4389-8d33-da979e5f639c,Victorian Biodiversity Atlas,Felis catus,Cat,-37.19618,148.97802,2016,10,26,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2016-10-26,low
26702ccf-3b32-4306-8f3a-fffb8f4b13cf,Victorian Biodiversity Atlas,Felis catus,Cat,-37.27018,147.51485,2017,10,17,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-10-17,low
267211e4-f6cd-4db4-a0e9-0297b9f6330e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.26177,147.35755,2017,10,14,Victoria,Wellington (S),HUMAN_OBSERVATION,1,2017-10-14,low
267acf03-6cfb-40e6-9d7c-9ff1a4bf43e4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.0215,147.07022,2019,4,3,Victoria,Alpine (S),HUMAN_OBSERVATION,10,2019-04-03,medium
268eb910-9c24-4893-9391-cc9b2767f27f,Victorian Biodiversity Atlas,Felis catus,Cat,-37.92109,145.36548,2019,6,5,Victoria,Yarra Ranges (S),HUMAN_OBSERVATION,1,2019-06-05,low
269798bb-8802-4198-a607-df17d0d846b9,Victorian Biodiversity Atlas,Felis catus,Cat,-38.12024,141.42167,2016,12,5,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2016-12-05,low
269e5751-37fa-477f-a40d-4960b376a72e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.07964,146.92091,2021,10,28,Victoria,Alpine (S),HUMAN_OBSERVATION,1,2021-10-28,low
26a531c4-2d86-4936-88e1-f8853e541a7e,Victorian Biodiversity Atlas,Felis catus,Cat,-38.35851,145.32295,2021,8,7,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-08-07,low
26aab6d4-2dd9-4441-bc19-0f40dd920f74,Victorian Biodiversity Atlas,Felis catus,Cat,-37.53333,149.71036,2016,9,13,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2016-09-13,low
26ac459f-a6f0-4f1f-8654-b967b2f0aa2d,Victorian Biodiversity Atlas,Felis catus,Cat,-37.48236,146.0159,2011,11,11,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2011-11-11,low
26b5ade8-15b7-4221-b1e1-51487e40f8d3,Victorian Biodiversity Atlas,Felis catus,Cat,-37.97122,145.92708,1981,5,1,Victoria,Baw Baw (S),HUMAN_OBSERVATION,1,1981-05-01,low
26ba820c-a12c-4a55-9f36-0a69fcf4aaf2,Victorian Biodiversity Atlas,Felis catus,Cat,-37.40789,142.44712,2020,8,17,Victoria,Southern Grampians (S),HUMAN_OBSERVATION,1,2020-08-17,low
26d12e6e-a18a-494b-8fc9-904150115e59,Victorian Biodiversity Atlas,Felis catus,Cat,-37.9665,145.4766,2017,1,6,Victoria,Cardinia (S),HUMAN_OBSERVATION,1,2017-01-06,low
26d1dfc0-d440-4c39-aa22-947c375ee0f2,Victorian Biodiversity Atlas,Felis catus,Cat,-37.54187,145.20183,2018,9,19,Victoria,Nillumbik (S),HUMAN_OBSERVATION,1,2018-09-19,low
26d69d77-ad91-4f72-bb0b-7878227409bf,Victorian Biodiversity Atlas,Felis catus,Cat,-37.36498,145.88923,2021,2,11,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2021-02-11,low
26df0470-f6d7-4514-a5f2-f196760f0392,Victorian Biodiversity Atlas,Felis catus,Cat,-37.70981,144.04455,2006,4,28,Victoria,Moorabool (S),HUMAN_OBSERVATION,1,2006-04-28,low
26e2d0fd-782d-42e1-a56f-0cc72c420260,Victorian Biodiversity Atlas,Felis catus,Cat,-37.62859,148.81957,1999,11,1,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1999-11-01,low
26ed1b19-4a5c-44c7-87e3-586639d4fc28,Victorian Biodiversity Atlas,Felis catus,Cat,-37.36984,148.82572,1989,1,13,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1989-01-13,low
26f027ac-1990-4e6a-b4be-51486c7b5b4f,Museums Victoria provider for OZCAM,Felis catus,Cat,-36.975,147.979,2023,3,11,Victoria,East Gippsland (S),MACHINE_OBSERVATION,1,2023-03-11,low
26f24864-72fb-4b2c-872c-ae19017cef63,Victorian Biodiversity Atlas,Felis catus,Cat,-36.79016,144.29298,1988,1,1,Victoria,Greater Bendigo (C),HUMAN_OBSERVATION,1,1988-01-01,low
26f2d5d9-0607-400c-a921-1aef4ac77405,Victorian Biodiversity Atlas,Felis catus,Cat,-37.68696,145.52969,2020,5,5,Victoria,Yarra Ranges (S),HUMAN_OBSERVATION,1,2020-05-05,low
26f679d6-b361-4700-b4a0-a49c219cfdb1,Victorian Biodiversity Atlas,Felis catus,Cat,-38.76592,143.59128,2018,8,18,Victoria,Colac-Otway (S),HUMAN_OBSERVATION,1,2018-08-18,low
2701f6bf-508f-4ff4-9c1f-04d05b7fbbe0,Victorian Biodiversity Atlas,Felis catus,Cat,-36.49888,145.79031,1992,12,15,Victoria,Strathbogie (S),HUMAN_OBSERVATION,1,1992-12-15,low
270932d8-d884-481a-bc91-52ba96bc0221,Victorian Biodiversity Atlas,Felis catus,Cat,-38.35944,145.48694,2021,7,10,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-07-10,low
27109c2a-5c3b-4b27-a8c0-6d2ac9b468f9,Victorian Biodiversity Atlas,Felis catus,Cat,-37.41934,145.92176,2021,9,3,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2021-09-03,low
27157a06-60eb-4281-8b53-ee36c0d40ad9,Victorian Biodiversity Atlas,Felis catus,Cat,-37.35,142.26408,2011,12,15,Victoria,Southern Grampians (S),HUMAN_OBSERVATION,1,2011-12-15,low
271e931b-14b2-4e60-89bd-8888289ed65c,Victorian Biodiversity Atlas,Felis catus,Cat,-37.05462,148.32438,2017,5,4,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-05-04,low
27200270-21e7-4cfc-b4e2-20256eced4ef,Victorian Biodiversity Atlas,Felis catus,Cat,-37.46778,148.67717,2018,9,3,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2018-09-03,low
27272e37-6f7b-467c-b755-fd0818fdbb78,Victorian Biodiversity Atlas,Felis catus,Cat,-38.36892,145.41111,2018,8,20,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,3,2018-08-20,low
272d3d1c-2223-4f62-8d87-4b0240ac05ce,Victorian Biodiversity Atlas,Felis catus,Cat,-37.6364,147.5701,2008,9,17,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2008-09-17,low
272de125-d29f-4fa7-8931-d89c004400ff,Victorian Biodiversity Atlas,Felis catus,Cat,-37.95682,145.69298,1983,3,18,Victoria,Cardinia (S),HUMAN_OBSERVATION,1,1983-03-18,low
273e010f-a343-4c01-9898-0dc396dde9b7,Victorian Biodiversity Atlas,Felis catus,Cat,-37.43609,142.47707,2006,3,10,Victoria,Ararat (RC),HUMAN_OBSERVATION,1,2006-03-10,low
27413ecb-f4c6-4dd9-bae3-1bd94b342d61,Victorian Biodiversity Atlas,Felis catus,Cat,-37.35136,148.31531,2016,6,23,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2016-06-23,low
274e2079-ca81-4cb0-9ba3-cdce843b4304,Victorian Biodiversity Atlas,Felis catus,Cat,-38.16813,145.10574,2002,5,11,Victoria,Frankston (C),HUMAN_OBSERVATION,1,2002-05-11,low
2751aa6b-140d-4723-a73d-f6a2805d33b0,Victorian Biodiversity Atlas,Felis catus,Cat,-37.37141,147.46898,2017,9,27,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-09-27,low
275479a6-31d6-43c7-b4a5-cfe292eaf3b3,Victorian Biodiversity Atlas,Felis catus,Cat,-34.10052,142.03867,2016,2,9,Victoria,Mildura (RC),HUMAN_OBSERVATION,1,2016-02-09,low
27587476-f915-4f26-ba29-12d641424881,Victorian Biodiversity Atlas,Felis catus,Cat,-37.3753,147.55869,2017,10,12,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-10-12,low
2758b4f1-269e-41fb-bc8d-a55955135af5,Victorian Biodiversity Atlas,Felis catus,Cat,-37.35569,148.68543,2021,12,3,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2021-12-03,low
27590fba-7023-4490-9a46-45dca89ae453,iNaturalist Australia,Felis catus,Cat,-37.689331,144.015171,2021,5,30,Victoria,Moorabool (S),HUMAN_OBSERVATION,1,2021-05-30,low
275928f1-d669-48a8-86be-34e7efb1bf7d,Victorian Biodiversity Atlas,Felis catus,Cat,-36.8764,148.19745,2016,5,4,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2016-05-04,low
2762580c-5632-49d5-9f67-fdccc11d6288,Victorian Biodiversity Atlas,Felis catus,Cat,-37.58893,148.80709,2017,3,28,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-03-28,low
27943df4-4d72-458c-a9e2-afb3140bb662,Victorian Biodiversity Atlas,Felis catus,Cat,-37.29602,142.43675,2020,7,6,Victoria,Southern Grampians (S),HUMAN_OBSERVATION,1,2020-07-06,low
2799138d-b975-41f6-885b-09ac0ae2f579,Victorian Biodiversity Atlas,Felis catus,Cat,-37.28579,147.5318,2017,9,30,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-09-30,low
27a85d85-4be6-4140-a94a-6d26adb79880,Victorian Biodiversity Atlas,Felis catus,Cat,-35.95304,147.69706,1997,11,11,Victoria,Towong (S),HUMAN_OBSERVATION,1,1997-11-11,low
27bef350-1383-4d87-bed4-a09629f46089,Victorian Biodiversity Atlas,Felis catus,Cat,-37.49265,148.86829,1989,1,16,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1989-01-16,low
27c5efbb-17b5-42bc-b963-fb53f4271b30,Victorian Biodiversity Atlas,Felis catus,Cat,-34.73793,142.35526,2017,5,15,Victoria,Mildura (RC),HUMAN_OBSERVATION,1,2017-05-15,low
27c63333-71d9-4a22-b48d-1009d13f2e3d,Victorian Biodiversity Atlas,Felis catus,Cat,-38.37962,145.27883,2021,8,18,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-08-18,low
27ccf9f9-4ddf-4096-a3ea-61b38914b055,Victorian Biodiversity Atlas,Felis catus,Cat,-37.98324,145.87946,2019,5,17,Victoria,Baw Baw (S),HUMAN_OBSERVATION,1,2019-05-17,low
27d0cc7a-d038-4a6e-87bf-d9e44e18be22,Victorian Biodiversity Atlas,Felis catus,Cat,-38.15916,141.44907,2022,10,6,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2022-10-06,low
27e10ede-ed0b-41ba-a902-f71fdadd8750,Victorian Biodiversity Atlas,Felis catus,Cat,-36.77839,146.55168,2021,2,2,Victoria,Wangaratta (RC),HUMAN_OBSERVATION,1,2021-02-02,low
27e3d66d-208b-43e5-ac31-2a6922fb4a1a,Victorian Biodiversity Atlas,Felis catus,Cat,-38.07167,147.51816,2021,9,12,Victoria,Wellington (S),HUMAN_OBSERVATION,1,2021-09-12,low
27eaa917-8630-49fc-87ca-13802035f821,Victorian Biodiversity Atlas,Felis catus,Cat,-38.34715,143.40736,1996,12,3,Victoria,Corangamite (S),HUMAN_OBSERVATION,1,1996-12-03,low
27f0e12e-6849-4b9b-a6c4-2c279fd58d5f,Victorian Biodiversity Atlas,Felis catus,Cat,-37.61339,144.33372,1994,9,19,Victoria,Moorabool (S),HUMAN_OBSERVATION,1,1994-09-19,low
27faf6f1-ad35-4340-9a5b-939c91bbf6f9,Victorian Biodiversity Atlas,Felis catus,Cat,-37.10267,142.30762,2020,8,27,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,2020-08-27,low
280a7a28-af84-49d6-b817-934437855d73,Victorian Biodiversity Atlas,Felis catus,Cat,-38.37875,145.3136,2021,10,30,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-10-30,low
28112964-401b-4a9a-bc0c-71ef7d03b5fa,Victorian Biodiversity Atlas,Felis catus,Cat,-38.34016,145.27632,1988,6,18,Victoria,,HUMAN_OBSERVATION,1,1988-06-18,low
281409ff-62d5-4cbd-a55c-590a03d8375c,Victorian Biodiversity Atlas,Felis catus,Cat,-38.38391,145.3503,2021,7,6,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-07-06,low
2815d6d0-db9f-4cc3-a339-da32fc026e2b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.5968,147.5927,2008,11,1,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2008-11-01,low
281d47c9-a4a8-4377-b919-ab4747f3f6b8,Victorian Biodiversity Atlas,Felis catus,Cat,-37.55096,149.83184,2006,12,6,Victoria,,HUMAN_OBSERVATION,1,2006-12-06,low
28252ddd-c747-4bf6-9815-64dc4a4ec9c7,Victorian Biodiversity Atlas,Felis catus,Cat,-37.17362,142.41901,2003,9,26,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,3,2003-09-26,low
282d4b9d-351c-43d3-9407-4e5a4cc24bd4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.96648,141.53067,2018,11,28,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2018-11-28,low
2831499c-3e00-44a6-a9d8-12b48af89e9c,Victorian Biodiversity Atlas,Felis catus,Cat,-37.45407,148.39929,1989,12,13,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1989-12-13,low
2831a09f-1b6c-4517-a979-adfa7a500409,Victorian Biodiversity Atlas,Felis catus,Cat,-38.16335,141.51948,2016,11,25,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2016-11-25,low
2848e76b-ce53-4a12-9ad4-308eba2a79a2,Victorian Biodiversity Atlas,Felis catus,Cat,-37.63853,148.73648,2022,4,10,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2022-04-10,low
285a84ec-a139-4e79-8b91-a5d9b8765a00,Victorian Biodiversity Atlas,Felis catus,Cat,-37.23185,147.51275,2017,10,13,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-10-13,low
28658daf-b749-4dc6-a31e-c60d333b6316,Victorian Biodiversity Atlas,Felis catus,Cat,-37.47827,149.38562,2016,10,25,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2016-10-25,low
2889d40e-6965-41df-9a88-3d6215387c5c,Victorian Biodiversity Atlas,Felis catus,Cat,-37.44944,149.58274,1991,10,8,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1991-10-08,low
2894870c-bbfe-491c-b87a-25a9e06f1c2f,Victorian Biodiversity Atlas,Felis catus,Cat,-36.79114,146.54961,2021,2,2,Victoria,Wangaratta (RC),HUMAN_OBSERVATION,1,2021-02-02,low
289ac80a-a3e2-4962-9fb0-782d43f3294d,Victorian Biodiversity Atlas,Felis catus,Cat,-37.2866,148.96887,2006,5,19,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2006-05-19,low
28b942de-07d5-447b-af1c-9168e3a2e60a,Museums Victoria provider for OZCAM,Felis catus,Cat,-37.48,144.58,1981,4,29,Victoria,Macedon Ranges (S),PRESERVED_SPECIMEN,1,1981-04-29,low
28c13a8d-7fab-46bf-a5e1-fd42ec99587e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.71843,149.00689,2017,1,17,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-01-17,low
28c1fc90-8230-416b-b3e2-6d9cca590646,Victorian Biodiversity Atlas,Felis catus,Cat,-37.12513,146.84422,1997,6,19,Victoria,Alpine (S),HUMAN_OBSERVATION,1,1997-06-19,low
28ccda89-9e2d-4de2-b48e-6c30bc7c76af,Victorian Biodiversity Atlas,Felis catus,Cat,-38.29272,145.32034,2021,8,2,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-08-02,low
28cd120e-6a85-402a-af3b-47b61b336e9a,Victorian Biodiversity Atlas,Felis catus,Cat,-37.17596,148.17206,2019,3,1,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2019-03-01,low
28d56d6a-06db-4987-a5a3-3d3a91c444b2,Museums Victoria provider for OZCAM,Felis catus,Cat,-36.9863,147.992,2023,3,7,Victoria,East Gippsland (S),MACHINE_OBSERVATION,1,2023-03-07,low
28e11df5-cad7-493a-8232-f0de67f1e421,Victorian Biodiversity Atlas,Felis catus,Cat,-36.0754,143.8034,2010,1,1,Victoria,Loddon (S),HUMAN_OBSERVATION,1,2010-01-01,low
28e1c5f6-870d-4f5e-a0dc-8d79907e7c43,Victorian Biodiversity Atlas,Felis catus,Cat,-34.64496,142.37355,2015,10,19,Victoria,Mildura (RC),HUMAN_OBSERVATION,1,2015-10-19,low
28e4a51a-1b2d-4139-a167-5f9494a67170,Victorian Biodiversity Atlas,Felis catus,Cat,-37.6071,145.34905,2013,5,4,Victoria,Nillumbik (S),HUMAN_OBSERVATION,1,2013-05-04,low
28f7035c-117d-4ce8-99b2-4cfe1a42d3cb,Victorian Biodiversity Atlas,Felis catus,Cat,-38.17522,147.44093,2017,10,10,Victoria,Wellington (S),HUMAN_OBSERVATION,1,2017-10-10,low
29051d52-9488-4f78-bc06-99bc78fe84b3,Victorian Biodiversity Atlas,Felis catus,Cat,-37.81281,144.98195,2003,2,4,Victoria,Melbourne (C),HUMAN_OBSERVATION,6,2003-02-04,medium
2907587a-e091-40a5-928b-c1de83418f13,Victorian Biodiversity Atlas,Felis catus,Cat,-37.68331,148.55117,2022,5,5,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2022-05-05,low
290f2fca-b703-4f4d-8c0c-0a11605ad6aa,Victorian Biodiversity Atlas,Felis catus,Cat,-37.6045,149.15543,2012,3,29,Victoria,East Gippsland (S),HUMAN_OBSERVATION,35,2012-03-29,high
291749a1-f4e9-4883-960e-23ab0f3a5a86,Victorian Biodiversity Atlas,Felis catus,Cat,-38.00952,141.58379,2019,10,30,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2019-10-30,low
291f2658-5e2a-4c07-814c-3a1a70df10ca,Victorian Biodiversity Atlas,Felis catus,Cat,-37.374,147.05831,1989,9,27,Victoria,Wellington (S),HUMAN_OBSERVATION,1,1989-09-27,low
292265d7-3e6f-4e2a-ae4d-e098e5c573df,Victorian Biodiversity Atlas,Felis catus,Cat,-38.08846,141.411,2019,11,7,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2019-11-07,low
2928aaed-e180-4583-8379-e7e7bdfc21c4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.46246,145.45114,2018,7,24,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2018-07-24,low
292c3950-3869-4f89-b3d2-a01f27e12cb2,Museums Victoria provider for OZCAM,Felis catus,Cat,-36.9569,147.978,2023,3,4,Victoria,East Gippsland (S),MACHINE_OBSERVATION,1,2023-03-04,low
